segments,regions,global region
SaudiArabia1463,SAU,Middle East and North Africa
SaudiArabia1464,SAU,Middle East and North Africa
SaudiArabia1465,SAU,Middle East and North Africa
SaudiArabia1466,SAU,Middle East and North Africa
SaudiArabia1467,SAU,Middle East and North Africa
SaudiArabia1468,SAU,Middle East and North Africa
SaudiArabia1469,SAU,Middle East and North Africa
SaudiArabia1470,SAU,Middle East and North Africa
SaudiArabia1471,SAU,Middle East and North Africa
SaudiArabia1472,SAU,Middle East and North Africa
SaudiArabia1473,SAU,Middle East and North Africa
SaudiArabia1474,SAU,Middle East and North Africa
SaudiArabia1475,SAU,Middle East and North Africa
SaudiArabia1561,SAU,Middle East and North Africa
SaudiArabia1571,SAU,Middle East and North Africa
SaudiArabia1572,SAU,Middle East and North Africa
SaudiArabia1573,SAU,Middle East and North Africa
SaudiArabia1574,SAU,Middle East and North Africa
SaudiArabia9296,SAU,Middle East and North Africa
SaudiArabia9297,SAU,Middle East and North Africa
Senegal1000,SEN,Sub-Saharan Africa
Senegal1001,SEN,Sub-Saharan Africa
Senegal1002,SEN,Sub-Saharan Africa
Senegal1003,SEN,Sub-Saharan Africa
Senegal1004,SEN,Sub-Saharan Africa
Senegal1005,SEN,Sub-Saharan Africa
Senegal1006,SEN,Sub-Saharan Africa
Senegal1007,SEN,Sub-Saharan Africa
Senegal1008,SEN,Sub-Saharan Africa
Senegal1009,SEN,Sub-Saharan Africa
Senegal1010,SEN,Sub-Saharan Africa
Senegal1011,SEN,Sub-Saharan Africa
Senegal1012,SEN,Sub-Saharan Africa
Senegal1013,SEN,Sub-Saharan Africa
Senegal1014,SEN,Sub-Saharan Africa
Senegal1015,SEN,Sub-Saharan Africa
Senegal970,SEN,Sub-Saharan Africa
Senegal971,SEN,Sub-Saharan Africa
Senegal972,SEN,Sub-Saharan Africa
Senegal973,SEN,Sub-Saharan Africa
Senegal974,SEN,Sub-Saharan Africa
Senegal975,SEN,Sub-Saharan Africa
Senegal976,SEN,Sub-Saharan Africa
Senegal977,SEN,Sub-Saharan Africa
Senegal978,SEN,Sub-Saharan Africa
Senegal979,SEN,Sub-Saharan Africa
Senegal980,SEN,Sub-Saharan Africa
Senegal981,SEN,Sub-Saharan Africa
Senegal982,SEN,Sub-Saharan Africa
Senegal983,SEN,Sub-Saharan Africa
Senegal984,SEN,Sub-Saharan Africa
Senegal985,SEN,Sub-Saharan Africa
Senegal986,SEN,Sub-Saharan Africa
Senegal987,SEN,Sub-Saharan Africa
Seychelles9425,SYC,Sub-Saharan Africa
Seychelles9503,SYC,Sub-Saharan Africa
SierraLeone1045,SLE,Sub-Saharan Africa
SierraLeone1046,SLE,Sub-Saharan Africa
SierraLeone1047,SLE,Sub-Saharan Africa
SierraLeone1048,SLE,Sub-Saharan Africa
SierraLeone1049,SLE,Sub-Saharan Africa
SierraLeone1050,SLE,Sub-Saharan Africa
SierraLeone1051,SLE,Sub-Saharan Africa
SierraLeone1052,SLE,Sub-Saharan Africa
SierraLeone8840,SLE,Sub-Saharan Africa
Singapore10243,SGP,East Asia and Pacific
Singapore10244,SGP,East Asia and Pacific
Singapore10245,SGP,East Asia and Pacific
Slovenia481,SVN,Europe and Central Asia
Slovenia482,SVN,Europe and Central Asia
Slovenia483,SVN,Europe and Central Asia
SolomonIslands11812,SLB,East Asia and Pacific
SolomonIslands11821,SLB,East Asia and Pacific
SolomonIslands11822,SLB,East Asia and Pacific
SolomonIslands11825,SLB,East Asia and Pacific
SolomonIslands11826,SLB,East Asia and Pacific
SolomonIslands11827,SLB,East Asia and Pacific
SolomonIslands11829,SLB,East Asia and Pacific
SolomonIslands11830,SLB,East Asia and Pacific
SolomonIslands11831,SLB,East Asia and Pacific
SolomonIslands11835,SLB,East Asia and Pacific
SolomonIslands11843,SLB,East Asia and Pacific
SolomonIslands11859,SLB,East Asia and Pacific
SolomonIslands11860,SLB,East Asia and Pacific
SolomonIslands11862,SLB,East Asia and Pacific
SolomonIslands11863,SLB,East Asia and Pacific
SolomonIslands11866,SLB,East Asia and Pacific
SolomonIslands11867,SLB,East Asia and Pacific
SolomonIslands11868,SLB,East Asia and Pacific
SolomonIslands11876,SLB,East Asia and Pacific
SolomonIslands11896,SLB,East Asia and Pacific
SolomonIslands11973,SLB,East Asia and Pacific
SolomonIslands11974,SLB,East Asia and Pacific
SolomonIslands11975,SLB,East Asia and Pacific
SolomonIslands11976,SLB,East Asia and Pacific
SolomonIslands11977,SLB,East Asia and Pacific
SolomonIslands11978,SLB,East Asia and Pacific
SolomonIslands11979,SLB,East Asia and Pacific
SolomonIslands11980,SLB,East Asia and Pacific
SolomonIslands11981,SLB,East Asia and Pacific
SolomonIslands3330,SLB,East Asia and Pacific
SolomonIslands3331,SLB,East Asia and Pacific
SolomonIslands3332,SLB,East Asia and Pacific
SolomonIslands3333,SLB,East Asia and Pacific
SolomonIslands3334,SLB,East Asia and Pacific
SolomonIslands3335,SLB,East Asia and Pacific
SolomonIslands3336,SLB,East Asia and Pacific
SolomonIslands3337,SLB,East Asia and Pacific
SolomonIslands3338,SLB,East Asia and Pacific
SolomonIslands3339,SLB,East Asia and Pacific
SolomonIslands3340,SLB,East Asia and Pacific
SolomonIslands3341,SLB,East Asia and Pacific
SolomonIslands3342,SLB,East Asia and Pacific
SolomonIslands3343,SLB,East Asia and Pacific
SolomonIslands3344,SLB,East Asia and Pacific
SolomonIslands3345,SLB,East Asia and Pacific
Somalia1369,SOM,Sub-Saharan Africa
Somalia1370,SOM,Sub-Saharan Africa
Somalia1371,SOM,Sub-Saharan Africa
Somalia1372,SOM,Sub-Saharan Africa
Somalia1373,SOM,Sub-Saharan Africa
Somalia1374,SOM,Sub-Saharan Africa
Somalia1375,SOM,Sub-Saharan Africa
Somalia1376,SOM,Sub-Saharan Africa
Somalia1377,SOM,Sub-Saharan Africa
Somalia1378,SOM,Sub-Saharan Africa
Somalia1379,SOM,Sub-Saharan Africa
Somalia1380,SOM,Sub-Saharan Africa
Somalia1381,SOM,Sub-Saharan Africa
Somalia1382,SOM,Sub-Saharan Africa
Somalia1383,SOM,Sub-Saharan Africa
Somalia1384,SOM,Sub-Saharan Africa
Somalia1385,SOM,Sub-Saharan Africa
Somalia1386,SOM,Sub-Saharan Africa
Somalia1387,SOM,Sub-Saharan Africa
Somalia1388,SOM,Sub-Saharan Africa
Somalia1389,SOM,Sub-Saharan Africa
Somalia1390,SOM,Sub-Saharan Africa
Somalia1391,SOM,Sub-Saharan Africa
Somalia1392,SOM,Sub-Saharan Africa
Somalia1393,SOM,Sub-Saharan Africa
Somalia1394,SOM,Sub-Saharan Africa
Somalia1395,SOM,Sub-Saharan Africa
Somalia1396,SOM,Sub-Saharan Africa
Somalia1397,SOM,Sub-Saharan Africa
Somalia1398,SOM,Sub-Saharan Africa
Somalia1399,SOM,Sub-Saharan Africa
Somalia1400,SOM,Sub-Saharan Africa
Somalia1401,SOM,Sub-Saharan Africa
Somalia1402,SOM,Sub-Saharan Africa
Somalia1403,SOM,Sub-Saharan Africa
Somalia1404,SOM,Sub-Saharan Africa
Somalia1405,SOM,Sub-Saharan Africa
Somalia1406,SOM,Sub-Saharan Africa
Somalia1407,SOM,Sub-Saharan Africa
Somalia1408,SOM,Sub-Saharan Africa
SouthAfrica1252,ZAF,Sub-Saharan Africa
SouthAfrica1253,ZAF,Sub-Saharan Africa
SouthAfrica1254,ZAF,Sub-Saharan Africa
SouthAfrica1255,ZAF,Sub-Saharan Africa
SouthAfrica1256,ZAF,Sub-Saharan Africa
SouthAfrica1257,ZAF,Sub-Saharan Africa
SouthAfrica1258,ZAF,Sub-Saharan Africa
SouthAfrica1259,ZAF,Sub-Saharan Africa
SouthAfrica1260,ZAF,Sub-Saharan Africa
SouthAfrica1261,ZAF,Sub-Saharan Africa
SouthAfrica1262,ZAF,Sub-Saharan Africa
SouthAfrica1263,ZAF,Sub-Saharan Africa
SouthAfrica1264,ZAF,Sub-Saharan Africa
SouthAfrica1265,ZAF,Sub-Saharan Africa
SouthAfrica1266,ZAF,Sub-Saharan Africa
SouthAfrica1267,ZAF,Sub-Saharan Africa
SouthAfrica1268,ZAF,Sub-Saharan Africa
SouthAfrica1269,ZAF,Sub-Saharan Africa
SouthAfrica1270,ZAF,Sub-Saharan Africa
SouthAfrica1271,ZAF,Sub-Saharan Africa
SouthAfrica1272,ZAF,Sub-Saharan Africa
SouthAfrica1273,ZAF,Sub-Saharan Africa
SouthAfrica1274,ZAF,Sub-Saharan Africa
SouthAfrica1275,ZAF,Sub-Saharan Africa
SouthAfrica1276,ZAF,Sub-Saharan Africa
SouthAfrica1277,ZAF,Sub-Saharan Africa
SouthAfrica1278,ZAF,Sub-Saharan Africa
SouthAfrica1279,ZAF,Sub-Saharan Africa
SouthAfrica1280,ZAF,Sub-Saharan Africa
SouthAfrica1281,ZAF,Sub-Saharan Africa
SouthAfrica1282,ZAF,Sub-Saharan Africa
SouthAfrica1283,ZAF,Sub-Saharan Africa
SouthAfrica1284,ZAF,Sub-Saharan Africa
SouthAfrica1285,ZAF,Sub-Saharan Africa
SouthAfrica1286,ZAF,Sub-Saharan Africa
SouthAfrica1287,ZAF,Sub-Saharan Africa
SouthAfrica1288,ZAF,Sub-Saharan Africa
SouthAfrica9504,ZAF,Sub-Saharan Africa
Spain107,ESP,Europe and Central Asia
Spain108,ESP,Europe and Central Asia
Spain109,ESP,Europe and Central Asia
Spain110,ESP,Europe and Central Asia
Spain111,ESP,Europe and Central Asia
Spain112,ESP,Europe and Central Asia
Spain113,ESP,Europe and Central Asia
Spain114,ESP,Europe and Central Asia
Spain115,ESP,Europe and Central Asia
Spain116,ESP,Europe and Central Asia
Spain117,ESP,Europe and Central Asia
Spain118,ESP,Europe and Central Asia
Spain119,ESP,Europe and Central Asia
Spain120,ESP,Europe and Central Asia
Spain121,ESP,Europe and Central Asia
Spain122,ESP,Europe and Central Asia
Spain123,ESP,Europe and Central Asia
Spain124,ESP,Europe and Central Asia
Spain125,ESP,Europe and Central Asia
Spain126,ESP,Europe and Central Asia
Spain127,ESP,Europe and Central Asia
Spain128,ESP,Europe and Central Asia
Spain129,ESP,Europe and Central Asia
Spain130,ESP,Europe and Central Asia
Spain131,ESP,Europe and Central Asia
Spain132,ESP,Europe and Central Asia
Spain133,ESP,Europe and Central Asia
Spain134,ESP,Europe and Central Asia
Spain135,ESP,Europe and Central Asia
Spain136,ESP,Europe and Central Asia
Spain137,ESP,Europe and Central Asia
Spain138,ESP,Europe and Central Asia
Spain139,ESP,Europe and Central Asia
Spain140,ESP,Europe and Central Asia
Spain141,ESP,Europe and Central Asia
Spain142,ESP,Europe and Central Asia
Spain143,ESP,Europe and Central Asia
Spain144,ESP,Europe and Central Asia
Spain145,ESP,Europe and Central Asia
Spain146,ESP,Europe and Central Asia
Spain147,ESP,Europe and Central Asia
Spain148,ESP,Europe and Central Asia
Spain149,ESP,Europe and Central Asia
Spain150,ESP,Europe and Central Asia
Spain151,ESP,Europe and Central Asia
Spain152,ESP,Europe and Central Asia
Spain153,ESP,Europe and Central Asia
Spain154,ESP,Europe and Central Asia
Spain155,ESP,Europe and Central Asia
Spain156,ESP,Europe and Central Asia
Spain157,ESP,Europe and Central Asia
Spain158,ESP,Europe and Central Asia
Spain159,ESP,Europe and Central Asia
Spain160,ESP,Europe and Central Asia
Spain161,ESP,Europe and Central Asia
Spain162,ESP,Europe and Central Asia
Spain163,ESP,Europe and Central Asia
Spain164,ESP,Europe and Central Asia
Spain165,ESP,Europe and Central Asia
Spain166,ESP,Europe and Central Asia
Spain167,ESP,Europe and Central Asia
Spain168,ESP,Europe and Central Asia
Spain169,ESP,Europe and Central Asia
Spain170,ESP,Europe and Central Asia
Spain171,ESP,Europe and Central Asia
Spain172,ESP,Europe and Central Asia
Spain173,ESP,Europe and Central Asia
Spain174,ESP,Europe and Central Asia
Spain250,ESP,Europe and Central Asia
Spain251,ESP,Europe and Central Asia
Spain252,ESP,Europe and Central Asia
Spain253,ESP,Europe and Central Asia
Spain254,ESP,Europe and Central Asia
Spain255,ESP,Europe and Central Asia
Spain256,ESP,Europe and Central Asia
Spain257,ESP,Europe and Central Asia
Spain258,ESP,Europe and Central Asia
Spain259,ESP,Europe and Central Asia
Spain260,ESP,Europe and Central Asia
Spain261,ESP,Europe and Central Asia
Spain262,ESP,Europe and Central Asia
Spain263,ESP,Europe and Central Asia
Spain264,ESP,Europe and Central Asia
Spain265,ESP,Europe and Central Asia
Spain266,ESP,Europe and Central Asia
Spain267,ESP,Europe and Central Asia
Spain268,ESP,Europe and Central Asia
Spain269,ESP,Europe and Central Asia
Spain271,ESP,Europe and Central Asia
Spain272,ESP,Europe and Central Asia
Spain273,ESP,Europe and Central Asia
Spain274,ESP,Europe and Central Asia
Spain275,ESP,Europe and Central Asia
Spain276,ESP,Europe and Central Asia
Spain277,ESP,Europe and Central Asia
Spain278,ESP,Europe and Central Asia
Spain279,ESP,Europe and Central Asia
Spain280,ESP,Europe and Central Asia
Spain281,ESP,Europe and Central Asia
Spain282,ESP,Europe and Central Asia
Spain283,ESP,Europe and Central Asia
Spain284,ESP,Europe and Central Asia
Spain285,ESP,Europe and Central Asia
Spain286,ESP,Europe and Central Asia
Spain287,ESP,Europe and Central Asia
Spain288,ESP,Europe and Central Asia
Spain289,ESP,Europe and Central Asia
Spain290,ESP,Europe and Central Asia
Spain291,ESP,Europe and Central Asia
Spain292,ESP,Europe and Central Asia
Spain293,ESP,Europe and Central Asia
Spain294,ESP,Europe and Central Asia
Spain295,ESP,Europe and Central Asia
Spain296,ESP,Europe and Central Asia
Spain297,ESP,Europe and Central Asia
Spain298,ESP,Europe and Central Asia
Spain299,ESP,Europe and Central Asia
Spain300,ESP,Europe and Central Asia
Spain301,ESP,Europe and Central Asia
Spain302,ESP,Europe and Central Asia
Spain303,ESP,Europe and Central Asia
Spain304,ESP,Europe and Central Asia
Spain305,ESP,Europe and Central Asia
Spain306,ESP,Europe and Central Asia
Spain307,ESP,Europe and Central Asia
Spain308,ESP,Europe and Central Asia
Spain309,ESP,Europe and Central Asia
Spain310,ESP,Europe and Central Asia
Spain311,ESP,Europe and Central Asia
Spain312,ESP,Europe and Central Asia
Spain313,ESP,Europe and Central Asia
Spain314,ESP,Europe and Central Asia
Spain315,ESP,Europe and Central Asia
Spain316,ESP,Europe and Central Asia
Spain317,ESP,Europe and Central Asia
Spain318,ESP,Europe and Central Asia
Spain319,ESP,Europe and Central Asia
Spain320,ESP,Europe and Central Asia
Spain321,ESP,Europe and Central Asia
Spain322,ESP,Europe and Central Asia
Spain323,ESP,Europe and Central Asia
Spain324,ESP,Europe and Central Asia
Spain325,ESP,Europe and Central Asia
Spain326,ESP,Europe and Central Asia
Spain327,ESP,Europe and Central Asia
Spain328,ESP,Europe and Central Asia
Spain329,ESP,Europe and Central Asia
Spain330,ESP,Europe and Central Asia
Spain331,ESP,Europe and Central Asia
Spain332,ESP,Europe and Central Asia
Spain333,ESP,Europe and Central Asia
Spain334,ESP,Europe and Central Asia
Spain335,ESP,Europe and Central Asia
Spain336,ESP,Europe and Central Asia
Spain337,ESP,Europe and Central Asia
Spain338,ESP,Europe and Central Asia
Spain339,ESP,Europe and Central Asia
Spain340,ESP,Europe and Central Asia
