ypc_usa
46896.384756165615
52817.126082802904
59518.988592658716
68395.37466253302
78550.00228890756
89267.20840495745
103460.26642184157
121175.12489719252
143689.94879690654
172717.36022265998
172717.36022265998
172717.36022265998
172717.36022265998
172717.36022265998
172717.36022265998
172717.36022265998
172717.36022265998
172717.36022265998
172717.36022265998
172717.36022265998
