ypc_usa
46396.93768248608
50296.176428461375
56227.1854488981
62403.932516871915
69237.18450428545
76741.139676249
85167.8272747519
94621.449546119
105003.64157695073
116447.4472422295
116447.4472422295
116447.4472422295
116447.4472422295
116447.4472422295
116447.4472422295
116447.4472422295
116447.4472422295
116447.4472422295
116447.4472422295
116447.4472422295
