ypc_usa
48067.28697355534
57706.48141276378
65819.10288219547
71730.07293799678
76649.572931377
80734.028971997
84184.52388578968
86444.63958958526
88613.89906176477
91053.67966260972
91053.67966260972
91053.67966260972
91053.67966260972
91053.67966260972
91053.67966260972
91053.67966260972
91053.67966260972
91053.67966260972
91053.67966260972
91053.67966260972
