variable,ABW,AGO,ALB,ANT,ARE,ARG,ATG,AUS,BEL,BEN,BGD,BGR,BHR,BHS,BIH,BLZ,BMU,BRA,BRB,CAN,CHL,CHN,CIV,CMR,COD,COG,COL,COM,CPV,CRI,CUB,CYP,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,FIN,FJI,FRA,FSM,GAB,GBR,GEO,GHA,GIN,GLP,GMB,GNB,GNQ,GRC,GRD,GTM,GUY,GUF,HKG,HND,HRV,HTI,IDN,IND,IRL,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KEN,KHM,KIR,KOR,KWT,LBN,LBR,LBY,LKA,LTU,LVA,MAC,MAR,MCO,MDG,MDV,MEX,MHL,MLT,MMR,MNE,MOZ,MRT,MTQ,MUS,MYS,NAM,NCL,NGA,NIC,NLD,NOR,NRU,NZL,OMN,PAK,PAN,PER,PHL,PLW,PNG,POL,PRI,PRK,PRT,PYF,QAT,REU,ROU,RUS,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SOM,STP,SUR,SVN,SWE,SYC,SYR,TGO,THA,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UKR,URY,USA,VCT,VEN,VNM,VUT,WLF,WSM,YEM,ZAF
11,0.114,41.536,1.81,0.146957,12.242,33.709,0.107988,41.441,13.251,18.376,124.672,3.948,2.756,0.338,1.77,0.295,0.06603876,141.412,0.146,54.469,12.818,643.987,23.912,28.192,143.116,6.977,44.903,0.828,0.336,4.593,3.917,1.143,67.405,1.121,0.053437,7.708,8.811,34.557,14.006,96.865,10.322,46.931,1.192,6.984,0.532,85.411,0.156433696,1.86,84.705,1.627,39.392,12.015,0.592097714,2.743,2.053,1.367,9.541,0.07518,18.157,0.385,0.370061071,6.333,8.24,2.482,9.155,183.659,1138.436,7.25,60.097,0.593,21.935,50.828,1.56,11.76,76.936,71.663,10.95,0.164374,31.937,4.729,3.202,10.609,7.234,14.886,1.548,1.081,0.536,23.042,0.045159293,36.669,0.291,99.745,0.10507218,0.278,26.365,0.448,36.623,4.995,0.562492828,0.971,34.169,2.692,0.316,430.54,4.286,19.131,8.713,0.015000796,6.464,3.507,216.638,3.622,21.246,115.697,0.029604886,8.456,27.703,1.347,24.552338,10.087,0.262,2.643,1.244846957,9.009,92.534,46.472,84.439,18.219,4.333,0.734,9.999,3.318,11.467,0.127,0.444,2.15,15.245,0.072922,25.507,8.98,42.741,1.57,0.061,0.615,8.431,65.655,0.015959994,12.692,92.162,25.339,1.897,466.507,0.059,29.237,61.35,0.343,0.023034081,0.091,49.524,48.935
12,0.114,41.536,1.81,0.146957,12.242,33.709,0.107988,41.441,13.251,18.376,124.672,3.948,2.756,0.338,1.77,0.295,0.066661335,141.412,0.146,54.469,12.818,643.987,23.912,28.192,143.116,6.977,44.903,0.828,0.336,4.593,3.917,1.143,67.405,1.121,0.053437,7.708,8.811,34.557,14.006,96.865,10.322,46.931,1.192,6.984,0.532,85.411,0.162691044,1.86,84.705,1.627,39.392,12.015,0.615781623,2.743,2.053,1.367,9.541,0.07518,18.157,0.385,0.384863514,6.333,8.24,2.482,9.155,183.659,1138.436,7.25,60.097,0.593,21.935,50.828,1.56,11.76,76.936,71.663,10.95,0.164374,31.937,4.729,3.202,10.609,7.234,14.886,1.548,1.081,0.536,23.042,0.046965664,36.669,0.291,99.745,0.109275067,0.278,26.365,0.448,36.623,4.995,0.584992541,0.971,34.169,2.692,0.316,430.54,4.286,19.131,8.713,0.015600827,6.464,3.507,216.638,3.622,21.246,115.697,0.030789081,8.456,27.703,1.347,24.552338,10.087,0.262,2.643,1.294640836,9.009,92.534,46.472,84.439,18.219,4.333,0.734,9.999,3.318,11.467,0.127,0.444,2.15,15.245,0.072922,25.507,8.98,42.741,1.57,0.061,0.615,8.431,65.655,0.016598394,12.692,92.162,25.339,1.897,466.507,0.059,29.237,61.35,0.343,0.023955445,0.091,49.524,48.935
13,0.114,41.536,1.81,0.146957,12.242,33.709,0.107988,41.441,13.251,18.376,124.672,3.948,2.756,0.338,1.77,0.295,0.067289779,141.412,0.146,54.469,12.818,643.987,23.912,28.192,143.116,6.977,44.903,0.828,0.336,4.593,3.917,1.143,67.405,1.121,0.053437,7.708,8.811,34.557,14.006,96.865,10.322,46.931,1.192,6.984,0.532,85.411,0.169198686,1.86,84.705,1.627,39.392,12.015,0.640412887,2.743,2.053,1.367,9.541,0.07518,18.157,0.385,0.400258055,6.333,8.24,2.482,9.155,183.659,1138.436,7.25,60.097,0.593,21.935,50.828,1.56,11.76,76.936,71.663,10.95,0.164374,31.937,4.729,3.202,10.609,7.234,14.886,1.548,1.081,0.536,23.042,0.048844291,36.669,0.291,99.745,0.11364607,0.278,26.365,0.448,36.623,4.995,0.608392243,0.971,34.169,2.692,0.316,430.54,4.286,19.131,8.713,0.016224861,6.464,3.507,216.638,3.622,21.246,115.697,0.032020644,8.456,27.703,1.347,24.552338,10.087,0.262,2.643,1.346426469,9.009,92.534,46.472,84.439,18.219,4.333,0.734,9.999,3.318,11.467,0.127,0.444,2.15,15.245,0.072922,25.507,8.98,42.741,1.57,0.061,0.615,8.431,65.655,0.017262329,12.692,92.162,25.339,1.897,466.507,0.059,29.237,61.35,0.343,0.024913662,0.091,49.524,48.935
14,0.114,41.536,1.81,0.146957,12.242,33.709,0.107988,41.441,13.251,18.376,124.672,3.948,2.756,0.338,1.77,0.295,0.067924147,141.412,0.146,54.469,12.818,643.987,23.912,28.192,143.116,6.977,44.903,0.828,0.336,4.593,3.917,1.143,67.405,1.121,0.053437,7.708,8.811,34.557,14.006,96.865,10.322,46.931,1.192,6.984,0.532,85.411,0.175966633,1.86,84.705,1.627,39.392,12.015,0.666029403,2.743,2.053,1.367,9.541,0.07518,18.157,0.385,0.416268377,6.333,8.24,2.482,9.155,183.659,1138.436,7.25,60.097,0.593,21.935,50.828,1.56,11.76,76.936,71.663,10.95,0.164374,31.937,4.729,3.202,10.609,7.234,14.886,1.548,1.081,0.536,23.042,0.050798063,36.669,0.291,99.745,0.118191913,0.278,26.365,0.448,36.623,4.995,0.632727933,0.971,34.169,2.692,0.316,430.54,4.286,19.131,8.713,0.016873855,6.464,3.507,216.638,3.622,21.246,115.697,0.03330147,8.456,27.703,1.347,24.552338,10.087,0.262,2.643,1.4002835280000001,9.009,92.534,46.472,84.439,18.219,4.333,0.734,9.999,3.318,11.467,0.127,0.444,2.15,15.245,0.072922,25.507,8.98,42.741,1.57,0.061,0.615,8.431,65.655,0.017952823,12.692,92.162,25.339,1.897,466.507,0.059,29.237,61.35,0.343,0.025910209,0.091,49.524,48.935
15,0.114,41.536,1.81,0.146957,12.242,33.709,0.107988,41.441,13.251,18.376,124.672,3.948,2.756,0.338,1.77,0.295,0.068564496,141.412,0.146,54.469,12.818,643.987,23.912,28.192,143.116,6.977,44.903,0.828,0.336,4.593,3.917,1.143,67.405,1.121,0.053437,7.708,8.811,34.557,14.006,96.865,10.322,46.931,1.192,6.984,0.532,85.411,0.183005299,1.86,84.705,1.627,39.392,12.015,0.692670579,2.743,2.053,1.367,9.541,0.07518,18.157,0.385,0.432919112,6.333,8.24,2.482,9.155,183.659,1138.436,7.25,60.097,0.593,21.935,50.828,1.56,11.76,76.936,71.663,10.95,0.164374,31.937,4.729,3.202,10.609,7.234,14.886,1.548,1.081,0.536,23.042,0.052829985,36.669,0.291,99.745,0.122919589,0.278,26.365,0.448,36.623,4.995,0.65803705,0.971,34.169,2.692,0.316,430.54,4.286,19.131,8.713,0.017548809,6.464,3.507,216.638,3.622,21.246,115.697,0.034633529,8.456,27.703,1.347,24.552338,10.087,0.262,2.643,1.456294869,9.009,92.534,46.472,84.439,18.219,4.333,0.734,9.999,3.318,11.467,0.127,0.444,2.15,15.245,0.072922,25.507,8.98,42.741,1.57,0.061,0.615,8.431,65.655,0.018670935,12.692,92.162,25.339,1.897,466.507,0.059,29.237,61.35,0.343,0.026946617,0.091,49.524,48.935
16,0.114,41.536,1.81,0.146957,12.242,33.709,0.107988,41.441,13.251,18.376,124.672,3.948,2.756,0.338,1.77,0.295,0.069210882,141.412,0.146,54.469,12.818,643.987,23.912,28.192,143.116,6.977,44.903,0.828,0.336,4.593,3.917,1.143,67.405,1.121,0.053437,7.708,8.811,34.557,14.006,96.865,10.322,46.931,1.192,6.984,0.532,85.411,0.190325511,1.86,84.705,1.627,39.392,12.015,0.720377402,2.743,2.053,1.367,9.541,0.07518,18.157,0.385,0.450235876,6.333,8.24,2.482,9.155,183.659,1138.436,7.25,60.097,0.593,21.935,50.828,1.56,11.76,76.936,71.663,10.95,0.164374,31.937,4.729,3.202,10.609,7.234,14.886,1.548,1.081,0.536,23.042,0.054943184,36.669,0.291,99.745,0.127836373,0.278,26.365,0.448,36.623,4.995,0.684358532,0.971,34.169,2.692,0.316,430.54,4.286,19.131,8.713,0.018250761,6.464,3.507,216.638,3.622,21.246,115.697,0.03601887,8.456,27.703,1.347,24.552338,10.087,0.262,2.643,1.514546664,9.009,92.534,46.472,84.439,18.219,4.333,0.734,9.999,3.318,11.467,0.127,0.444,2.15,15.245,0.072922,25.507,8.98,42.741,1.57,0.061,0.615,8.431,65.655,0.019417773,12.692,92.162,25.339,1.897,466.507,0.059,29.237,61.35,0.343,0.028024482,0.091,49.524,48.935
17,0.114,41.536,1.81,0.146957,12.242,33.709,0.107988,41.441,13.251,18.376,124.672,3.948,2.756,0.338,1.77,0.295,0.069863361,141.412,0.146,54.469,12.818,643.987,23.912,28.192,143.116,6.977,44.903,0.828,0.336,4.593,3.917,1.143,67.405,1.121,0.053437,7.708,8.811,34.557,14.006,96.865,10.322,46.931,1.192,6.984,0.532,85.411,0.197938531,1.86,84.705,1.627,39.392,12.015,0.749192498,2.743,2.053,1.367,9.541,0.07518,18.157,0.385,0.468245311,6.333,8.24,2.482,9.155,183.659,1138.436,7.25,60.097,0.593,21.935,50.828,1.56,11.76,76.936,71.663,10.95,0.164374,31.937,4.729,3.202,10.609,7.234,14.886,1.548,1.081,0.536,23.042,0.057140912,36.669,0.291,99.745,0.132949828,0.278,26.365,0.448,36.623,4.995,0.711732873,0.971,34.169,2.692,0.316,430.54,4.286,19.131,8.713,0.018980792,6.464,3.507,216.638,3.622,21.246,115.697,0.037459625,8.456,27.703,1.347,24.552338,10.087,0.262,2.643,1.57512853,9.009,92.534,46.472,84.439,18.219,4.333,0.734,9.999,3.318,11.467,0.127,0.444,2.15,15.245,0.072922,25.507,8.98,42.741,1.57,0.061,0.615,8.431,65.655,0.020194484,12.692,92.162,25.339,1.897,466.507,0.059,29.237,61.35,0.343,0.029145461,0.091,49.524,48.935
18,0.114,41.536,1.81,0.146957,12.242,33.709,0.107988,41.441,13.251,18.376,124.672,3.948,2.756,0.338,1.77,0.295,0.070521992,141.412,0.146,54.469,12.818,643.987,23.912,28.192,143.116,6.977,44.903,0.828,0.336,4.593,3.917,1.143,67.405,1.121,0.053437,7.708,8.811,34.557,14.006,96.865,10.322,46.931,1.192,6.984,0.532,85.411,0.205856072,1.86,84.705,1.627,39.392,12.015,0.779160198,2.743,2.053,1.367,9.541,0.07518,18.157,0.385,0.486975124,6.333,8.24,2.482,9.155,183.659,1138.436,7.25,60.097,0.593,21.935,50.828,1.56,11.76,76.936,71.663,10.95,0.164374,31.937,4.729,3.202,10.609,7.234,14.886,1.548,1.081,0.536,23.042,0.059426548,36.669,0.291,99.745,0.138267821,0.278,26.365,0.448,36.623,4.995,0.740202188,0.971,34.169,2.692,0.316,430.54,4.286,19.131,8.713,0.019740024,6.464,3.507,216.638,3.622,21.246,115.697,0.03895801,8.456,27.703,1.347,24.552338,10.087,0.262,2.643,1.638133671,9.009,92.534,46.472,84.439,18.219,4.333,0.734,9.999,3.318,11.467,0.127,0.444,2.15,15.245,0.072922,25.507,8.98,42.741,1.57,0.061,0.615,8.431,65.655,0.021002263,12.692,92.162,25.339,1.897,466.507,0.059,29.237,61.35,0.343,0.03031128,0.091,49.524,48.935
19,0.114,41.536,1.81,0.146957,12.242,33.709,0.107988,41.441,13.251,18.376,124.672,3.948,2.756,0.338,1.77,0.295,0.071186832,141.412,0.146,54.469,12.818,643.987,23.912,28.192,143.116,6.977,44.903,0.828,0.336,4.593,3.917,1.143,67.405,1.121,0.053437,7.708,8.811,34.557,14.006,96.865,10.322,46.931,1.192,6.984,0.532,85.411,0.214090315,1.86,84.705,1.627,39.392,12.015,0.810326606,2.743,2.053,1.367,9.541,0.07518,18.157,0.385,0.506454129,6.333,8.24,2.482,9.155,183.659,1138.436,7.25,60.097,0.593,21.935,50.828,1.56,11.76,76.936,71.663,10.95,0.164374,31.937,4.729,3.202,10.609,7.234,14.886,1.548,1.081,0.536,23.042,0.06180361,36.669,0.291,99.745,0.143798534,0.278,26.365,0.448,36.623,4.995,0.769810276,0.971,34.169,2.692,0.316,430.54,4.286,19.131,8.713,0.020529625,6.464,3.507,216.638,3.622,21.246,115.697,0.04051633,8.456,27.703,1.347,24.552338,10.087,0.262,2.643,1.703659018,9.009,92.534,46.472,84.439,18.219,4.333,0.734,9.999,3.318,11.467,0.127,0.444,2.15,15.245,0.072922,25.507,8.98,42.741,1.57,0.061,0.615,8.431,65.655,0.021842354,12.692,92.162,25.339,1.897,466.507,0.059,29.237,61.35,0.343,0.031523731,0.091,49.524,48.935
20,0.114,41.536,1.81,0.146957,12.242,33.709,0.107988,41.441,13.251,18.376,124.672,3.948,2.756,0.338,1.77,0.295,0.071857939,141.412,0.146,54.469,12.818,643.987,23.912,28.192,143.116,6.977,44.903,0.828,0.336,4.593,3.917,1.143,67.405,1.121,0.053437,7.708,8.811,34.557,14.006,96.865,10.322,46.931,1.192,6.984,0.532,85.411,0.222653928,1.86,84.705,1.627,39.392,12.015,0.84273967,2.743,2.053,1.367,9.541,0.07518,18.157,0.385,0.526712294,6.333,8.24,2.482,9.155,183.659,1138.436,7.25,60.097,0.593,21.935,50.828,1.56,11.76,76.936,71.663,10.95,0.164374,31.937,4.729,3.202,10.609,7.234,14.886,1.548,1.081,0.536,23.042,0.064275755,36.669,0.291,99.745,0.149550475,0.278,26.365,0.448,36.623,4.995,0.800602687,0.971,34.169,2.692,0.316,430.54,4.286,19.131,8.713,0.02135081,6.464,3.507,216.638,3.622,21.246,115.697,0.042136984,8.456,27.703,1.347,24.552338,10.087,0.262,2.643,1.771805379,9.009,92.534,46.472,84.439,18.219,4.333,0.734,9.999,3.318,11.467,0.127,0.444,2.15,15.245,0.072922,25.507,8.98,42.741,1.57,0.061,0.615,8.431,65.655,0.022716048,12.692,92.162,25.339,1.897,466.507,0.059,29.237,61.35,0.343,0.03278468,0.091,49.524,48.935
