ypc_usa
46396.93768248608
51680.42800446842
59817.542165761995
67700.07419722645
75952.61244687292
84727.41100573355
94277.04888260855
104740.53855330656
116025.9379715312
128034.3652360242
128034.3652360242
128034.3652360242
128034.3652360242
128034.3652360242
128034.3652360242
128034.3652360242
128034.3652360242
128034.3652360242
128034.3652360242
128034.3652360242
