ypc_usa
46396.93768248608
50895.30274193505
60196.160204503874
72195.10616482137
85638.8277274299
100121.78309752514
116726.92395038852
135764.1780939768
157404.85614761052
182038.07826006963
182038.07826006963
182038.07826006963
182038.07826006963
182038.07826006963
182038.07826006963
182038.07826006963
182038.07826006963
182038.07826006963
182038.07826006963
182038.07826006963
