ypc_usa
48067.28697355534
58083.325354446686
68897.72303580561
78515.30423018459
85994.31024332331
92465.63739278397
99316.62446059755
106396.41934762798
114816.19147389938
124864.20070867104
124864.20070867104
124864.20070867104
124864.20070867104
124864.20070867104
124864.20070867104
124864.20070867104
124864.20070867104
124864.20070867104
124864.20070867104
124864.20070867104
