ypc_usa
46896.384756165615
54620.84196023358
62690.57394339564
71122.18817443826
79232.34009327045
86514.48838411857
93919.89247011964
100928.20969142584
108663.96414497016
116711.25921190617
116711.25921190617
116711.25921190617
116711.25921190617
116711.25921190617
116711.25921190617
116711.25921190617
116711.25921190617
116711.25921190617
116711.25921190617
116711.25921190617
