ypc_usa
46396.93768248608
50887.09115357137
58819.17697890144
67460.19741803952
76496.81276376765
85809.98960142172
95830.83514064533
107103.0412433847
119821.17755275135
133726.33600131742
133726.33600131742
133726.33600131742
133726.33600131742
133726.33600131742
133726.33600131742
133726.33600131742
133726.33600131742
133726.33600131742
133726.33600131742
133726.33600131742
