ypc_usa
46896.384756165615
52788.92098098925
57824.23476219406
62091.05364879669
65162.631351616896
67290.15373525156
69102.66575200576
70027.11332436722
71498.80124018514
73236.86775852491
73236.86775852491
73236.86775852491
73236.86775852491
73236.86775852491
73236.86775852491
73236.86775852491
73236.86775852491
73236.86775852491
73236.86775852491
73236.86775852491
