variable,ABW,AGO,ALB,ANT,ARE,ARG,ATG,AUS,BEL,BEN,BGD,BGR,BHR,BHS,BIH,BLZ,BMU,BRA,BRB,BRN,CAN,CHL,CHN,CIV,CMR,COD,COG,COL,COM,CPV,CRI,CUB,CYP,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,FIN,FJI,FRA,FSM,GAB,GBR,GEO,GHA,GIN,GLP,GMB,GNB,GNQ,GRC,GRD,GTM,GUF,GUY,HKG,HND,HRV,HTI,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KEN,KHM,KIR,KNA,KOR,KWT,LBN,LBR,LBY,LCA,LKA,LTU,LVA,MAC,MAR,MCO,MDG,MDV,MEX,MHL,MLT,MMR,MNE,MOZ,MRT,MTQ,MUS,MYS,NAM,NCL,NGA,NIC,NLD,NOR,NRU,NZL,OMN,PAK,PAN,PER,PHL,PLW,PNG,POL,PRI,PRK,PRT,PSE,PYF,QAT,REU,ROU,RUS,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SOM,STP,SUR,SVN,SWE,SYC,SYR,TGO,THA,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UKR,URY,USA,VCT,VEN,VIR,VNM,VUT,WSM,YEM,ZAF
11,0.151,56.892,2.319,0.146957,16.327,46.575,0.107988,42.577,12.924,24.385,167.49,5.062,3.848,0.462,2.194,0.449,0.06603876,188.415,0.195,0.648,54.424,17.371,767.275,32.655,35.925,187.015,9.153,61.436,1.412,0.502,6.455,4.96,1.533,66.528,1.395,0.053437,7.426,12.395,45.601,19.452,131.239,14.393,47.759,1.133,6.824,0.828,86.195,0.156433696,2.304,84.724,2.11,57.597,16.576,0.592097714,3.838,2.649,1.774,9.442,0.07518,28.893,0.370061071,0.546,8.496,12.122,3.22,11.193,227.518,1602.936,7.076,74.815,88.494,0.589,23.144,51.885,2.242,15.935,74.941,95.541,15.72,0.164374,0.063948,30.044,6.488,4.086,14.86,9.783,0.18,21.045,2,1.359,0.73,30.879,0.045159293,59.054,0.412,143.066,0.10507218,0.372,36.467,0.575,50.194,7.322,0.562492828,1.302,44.936,3.309,0.422,582.38,6.244,19.065,8.67,0.015000796,6.509,5.651,326.374,5.025,28.713,160.179,0.029604886,11.917,26.229,1.81,24.552338,10.217,5.678,0.367,3.606,1.244846957,11.323,122.622,62.664,127.368,31.15,5.538,1.077,13.145,4.757,19.229,0.201,0.626,2.128,15.133,0.072922,36.105,11.416,54.662,2.608,0.09,0.785,10.645,89.679,0.015959994,17.026,143.787,32.836,2.63,458.56,0.081,39.817,0.154197047,78.267,0.482,0.135,77.281,58.484
12,0.151,56.892,2.319,0.146957,16.327,46.575,0.107988,42.577,12.924,24.385,167.49,5.062,3.848,0.462,2.194,0.449,0.066661335,188.415,0.195,0.648,54.424,17.371,767.275,32.655,35.925,187.015,9.153,61.436,1.412,0.502,6.455,4.96,1.533,66.528,1.395,0.053437,7.426,12.395,45.601,19.452,131.239,14.393,47.759,1.133,6.824,0.828,86.195,0.162691044,2.304,84.724,2.11,57.597,16.576,0.615781623,3.838,2.649,1.774,9.442,0.07518,28.893,0.384863514,0.546,8.496,12.122,3.22,11.193,227.518,1602.936,7.076,74.815,88.494,0.589,23.144,51.885,2.242,15.935,74.941,95.541,15.72,0.164374,0.063948,30.044,6.488,4.086,14.86,9.783,0.18,21.045,2,1.359,0.73,30.879,0.046965664,59.054,0.412,143.066,0.109275067,0.372,36.467,0.575,50.194,7.322,0.584992541,1.302,44.936,3.309,0.422,582.38,6.244,19.065,8.67,0.015600827,6.509,5.651,326.374,5.025,28.713,160.179,0.030789081,11.917,26.229,1.81,24.552338,10.217,5.678,0.367,3.606,1.294640836,11.323,122.622,62.664,127.368,31.15,5.538,1.077,13.145,4.757,19.229,0.201,0.626,2.128,15.133,0.072922,36.105,11.416,54.662,2.608,0.09,0.785,10.645,89.679,0.016598394,17.026,143.787,32.836,2.63,458.56,0.081,39.817,0.160364929,78.267,0.482,0.135,77.281,58.484
13,0.151,56.892,2.319,0.146957,16.327,46.575,0.107988,42.577,12.924,24.385,167.49,5.062,3.848,0.462,2.194,0.449,0.067289779,188.415,0.195,0.648,54.424,17.371,767.275,32.655,35.925,187.015,9.153,61.436,1.412,0.502,6.455,4.96,1.533,66.528,1.395,0.053437,7.426,12.395,45.601,19.452,131.239,14.393,47.759,1.133,6.824,0.828,86.195,0.169198686,2.304,84.724,2.11,57.597,16.576,0.640412887,3.838,2.649,1.774,9.442,0.07518,28.893,0.400258055,0.546,8.496,12.122,3.22,11.193,227.518,1602.936,7.076,74.815,88.494,0.589,23.144,51.885,2.242,15.935,74.941,95.541,15.72,0.164374,0.063948,30.044,6.488,4.086,14.86,9.783,0.18,21.045,2,1.359,0.73,30.879,0.048844291,59.054,0.412,143.066,0.11364607,0.372,36.467,0.575,50.194,7.322,0.608392243,1.302,44.936,3.309,0.422,582.38,6.244,19.065,8.67,0.016224861,6.509,5.651,326.374,5.025,28.713,160.179,0.032020644,11.917,26.229,1.81,24.552338,10.217,5.678,0.367,3.606,1.346426469,11.323,122.622,62.664,127.368,31.15,5.538,1.077,13.145,4.757,19.229,0.201,0.626,2.128,15.133,0.072922,36.105,11.416,54.662,2.608,0.09,0.785,10.645,89.679,0.017262329,17.026,143.787,32.836,2.63,458.56,0.081,39.817,0.166779526,78.267,0.482,0.135,77.281,58.484
14,0.151,56.892,2.319,0.146957,16.327,46.575,0.107988,42.577,12.924,24.385,167.49,5.062,3.848,0.462,2.194,0.449,0.067924147,188.415,0.195,0.648,54.424,17.371,767.275,32.655,35.925,187.015,9.153,61.436,1.412,0.502,6.455,4.96,1.533,66.528,1.395,0.053437,7.426,12.395,45.601,19.452,131.239,14.393,47.759,1.133,6.824,0.828,86.195,0.175966633,2.304,84.724,2.11,57.597,16.576,0.666029403,3.838,2.649,1.774,9.442,0.07518,28.893,0.416268377,0.546,8.496,12.122,3.22,11.193,227.518,1602.936,7.076,74.815,88.494,0.589,23.144,51.885,2.242,15.935,74.941,95.541,15.72,0.164374,0.063948,30.044,6.488,4.086,14.86,9.783,0.18,21.045,2,1.359,0.73,30.879,0.050798063,59.054,0.412,143.066,0.118191913,0.372,36.467,0.575,50.194,7.322,0.632727933,1.302,44.936,3.309,0.422,582.38,6.244,19.065,8.67,0.016873855,6.509,5.651,326.374,5.025,28.713,160.179,0.03330147,11.917,26.229,1.81,24.552338,10.217,5.678,0.367,3.606,1.4002835280000001,11.323,122.622,62.664,127.368,31.15,5.538,1.077,13.145,4.757,19.229,0.201,0.626,2.128,15.133,0.072922,36.105,11.416,54.662,2.608,0.09,0.785,10.645,89.679,0.017952823,17.026,143.787,32.836,2.63,458.56,0.081,39.817,0.173450707,78.267,0.482,0.135,77.281,58.484
15,0.151,56.892,2.319,0.146957,16.327,46.575,0.107988,42.577,12.924,24.385,167.49,5.062,3.848,0.462,2.194,0.449,0.068564496,188.415,0.195,0.648,54.424,17.371,767.275,32.655,35.925,187.015,9.153,61.436,1.412,0.502,6.455,4.96,1.533,66.528,1.395,0.053437,7.426,12.395,45.601,19.452,131.239,14.393,47.759,1.133,6.824,0.828,86.195,0.183005299,2.304,84.724,2.11,57.597,16.576,0.692670579,3.838,2.649,1.774,9.442,0.07518,28.893,0.432919112,0.546,8.496,12.122,3.22,11.193,227.518,1602.936,7.076,74.815,88.494,0.589,23.144,51.885,2.242,15.935,74.941,95.541,15.72,0.164374,0.063948,30.044,6.488,4.086,14.86,9.783,0.18,21.045,2,1.359,0.73,30.879,0.052829985,59.054,0.412,143.066,0.122919589,0.372,36.467,0.575,50.194,7.322,0.65803705,1.302,44.936,3.309,0.422,582.38,6.244,19.065,8.67,0.017548809,6.509,5.651,326.374,5.025,28.713,160.179,0.034633529,11.917,26.229,1.81,24.552338,10.217,5.678,0.367,3.606,1.456294869,11.323,122.622,62.664,127.368,31.15,5.538,1.077,13.145,4.757,19.229,0.201,0.626,2.128,15.133,0.072922,36.105,11.416,54.662,2.608,0.09,0.785,10.645,89.679,0.018670935,17.026,143.787,32.836,2.63,458.56,0.081,39.817,0.180388736,78.267,0.482,0.135,77.281,58.484
16,0.151,56.892,2.319,0.146957,16.327,46.575,0.107988,42.577,12.924,24.385,167.49,5.062,3.848,0.462,2.194,0.449,0.069210882,188.415,0.195,0.648,54.424,17.371,767.275,32.655,35.925,187.015,9.153,61.436,1.412,0.502,6.455,4.96,1.533,66.528,1.395,0.053437,7.426,12.395,45.601,19.452,131.239,14.393,47.759,1.133,6.824,0.828,86.195,0.190325511,2.304,84.724,2.11,57.597,16.576,0.720377402,3.838,2.649,1.774,9.442,0.07518,28.893,0.450235876,0.546,8.496,12.122,3.22,11.193,227.518,1602.936,7.076,74.815,88.494,0.589,23.144,51.885,2.242,15.935,74.941,95.541,15.72,0.164374,0.063948,30.044,6.488,4.086,14.86,9.783,0.18,21.045,2,1.359,0.73,30.879,0.054943184,59.054,0.412,143.066,0.127836373,0.372,36.467,0.575,50.194,7.322,0.684358532,1.302,44.936,3.309,0.422,582.38,6.244,19.065,8.67,0.018250761,6.509,5.651,326.374,5.025,28.713,160.179,0.03601887,11.917,26.229,1.81,24.552338,10.217,5.678,0.367,3.606,1.514546664,11.323,122.622,62.664,127.368,31.15,5.538,1.077,13.145,4.757,19.229,0.201,0.626,2.128,15.133,0.072922,36.105,11.416,54.662,2.608,0.09,0.785,10.645,89.679,0.019417773,17.026,143.787,32.836,2.63,458.56,0.081,39.817,0.187604285,78.267,0.482,0.135,77.281,58.484
17,0.151,56.892,2.319,0.146957,16.327,46.575,0.107988,42.577,12.924,24.385,167.49,5.062,3.848,0.462,2.194,0.449,0.069863361,188.415,0.195,0.648,54.424,17.371,767.275,32.655,35.925,187.015,9.153,61.436,1.412,0.502,6.455,4.96,1.533,66.528,1.395,0.053437,7.426,12.395,45.601,19.452,131.239,14.393,47.759,1.133,6.824,0.828,86.195,0.197938531,2.304,84.724,2.11,57.597,16.576,0.749192498,3.838,2.649,1.774,9.442,0.07518,28.893,0.468245311,0.546,8.496,12.122,3.22,11.193,227.518,1602.936,7.076,74.815,88.494,0.589,23.144,51.885,2.242,15.935,74.941,95.541,15.72,0.164374,0.063948,30.044,6.488,4.086,14.86,9.783,0.18,21.045,2,1.359,0.73,30.879,0.057140912,59.054,0.412,143.066,0.132949828,0.372,36.467,0.575,50.194,7.322,0.711732873,1.302,44.936,3.309,0.422,582.38,6.244,19.065,8.67,0.018980792,6.509,5.651,326.374,5.025,28.713,160.179,0.037459625,11.917,26.229,1.81,24.552338,10.217,5.678,0.367,3.606,1.57512853,11.323,122.622,62.664,127.368,31.15,5.538,1.077,13.145,4.757,19.229,0.201,0.626,2.128,15.133,0.072922,36.105,11.416,54.662,2.608,0.09,0.785,10.645,89.679,0.020194484,17.026,143.787,32.836,2.63,458.56,0.081,39.817,0.195108456,78.267,0.482,0.135,77.281,58.484
18,0.151,56.892,2.319,0.146957,16.327,46.575,0.107988,42.577,12.924,24.385,167.49,5.062,3.848,0.462,2.194,0.449,0.070521992,188.415,0.195,0.648,54.424,17.371,767.275,32.655,35.925,187.015,9.153,61.436,1.412,0.502,6.455,4.96,1.533,66.528,1.395,0.053437,7.426,12.395,45.601,19.452,131.239,14.393,47.759,1.133,6.824,0.828,86.195,0.205856072,2.304,84.724,2.11,57.597,16.576,0.779160198,3.838,2.649,1.774,9.442,0.07518,28.893,0.486975124,0.546,8.496,12.122,3.22,11.193,227.518,1602.936,7.076,74.815,88.494,0.589,23.144,51.885,2.242,15.935,74.941,95.541,15.72,0.164374,0.063948,30.044,6.488,4.086,14.86,9.783,0.18,21.045,2,1.359,0.73,30.879,0.059426548,59.054,0.412,143.066,0.138267821,0.372,36.467,0.575,50.194,7.322,0.740202188,1.302,44.936,3.309,0.422,582.38,6.244,19.065,8.67,0.019740024,6.509,5.651,326.374,5.025,28.713,160.179,0.03895801,11.917,26.229,1.81,24.552338,10.217,5.678,0.367,3.606,1.638133671,11.323,122.622,62.664,127.368,31.15,5.538,1.077,13.145,4.757,19.229,0.201,0.626,2.128,15.133,0.072922,36.105,11.416,54.662,2.608,0.09,0.785,10.645,89.679,0.021002263,17.026,143.787,32.836,2.63,458.56,0.081,39.817,0.202912795,78.267,0.482,0.135,77.281,58.484
19,0.151,56.892,2.319,0.146957,16.327,46.575,0.107988,42.577,12.924,24.385,167.49,5.062,3.848,0.462,2.194,0.449,0.071186832,188.415,0.195,0.648,54.424,17.371,767.275,32.655,35.925,187.015,9.153,61.436,1.412,0.502,6.455,4.96,1.533,66.528,1.395,0.053437,7.426,12.395,45.601,19.452,131.239,14.393,47.759,1.133,6.824,0.828,86.195,0.214090315,2.304,84.724,2.11,57.597,16.576,0.810326606,3.838,2.649,1.774,9.442,0.07518,28.893,0.506454129,0.546,8.496,12.122,3.22,11.193,227.518,1602.936,7.076,74.815,88.494,0.589,23.144,51.885,2.242,15.935,74.941,95.541,15.72,0.164374,0.063948,30.044,6.488,4.086,14.86,9.783,0.18,21.045,2,1.359,0.73,30.879,0.06180361,59.054,0.412,143.066,0.143798534,0.372,36.467,0.575,50.194,7.322,0.769810276,1.302,44.936,3.309,0.422,582.38,6.244,19.065,8.67,0.020529625,6.509,5.651,326.374,5.025,28.713,160.179,0.04051633,11.917,26.229,1.81,24.552338,10.217,5.678,0.367,3.606,1.703659018,11.323,122.622,62.664,127.368,31.15,5.538,1.077,13.145,4.757,19.229,0.201,0.626,2.128,15.133,0.072922,36.105,11.416,54.662,2.608,0.09,0.785,10.645,89.679,0.021842354,17.026,143.787,32.836,2.63,458.56,0.081,39.817,0.211029306,78.267,0.482,0.135,77.281,58.484
20,0.151,56.892,2.319,0.146957,16.327,46.575,0.107988,42.577,12.924,24.385,167.49,5.062,3.848,0.462,2.194,0.449,0.071857939,188.415,0.195,0.648,54.424,17.371,767.275,32.655,35.925,187.015,9.153,61.436,1.412,0.502,6.455,4.96,1.533,66.528,1.395,0.053437,7.426,12.395,45.601,19.452,131.239,14.393,47.759,1.133,6.824,0.828,86.195,0.222653928,2.304,84.724,2.11,57.597,16.576,0.84273967,3.838,2.649,1.774,9.442,0.07518,28.893,0.526712294,0.546,8.496,12.122,3.22,11.193,227.518,1602.936,7.076,74.815,88.494,0.589,23.144,51.885,2.242,15.935,74.941,95.541,15.72,0.164374,0.063948,30.044,6.488,4.086,14.86,9.783,0.18,21.045,2,1.359,0.73,30.879,0.064275755,59.054,0.412,143.066,0.149550475,0.372,36.467,0.575,50.194,7.322,0.800602687,1.302,44.936,3.309,0.422,582.38,6.244,19.065,8.67,0.02135081,6.509,5.651,326.374,5.025,28.713,160.179,0.042136984,11.917,26.229,1.81,24.552338,10.217,5.678,0.367,3.606,1.771805379,11.323,122.622,62.664,127.368,31.15,5.538,1.077,13.145,4.757,19.229,0.201,0.626,2.128,15.133,0.072922,36.105,11.416,54.662,2.608,0.09,0.785,10.645,89.679,0.022716048,17.026,143.787,32.836,2.63,458.56,0.081,39.817,0.219470479,78.267,0.482,0.135,77.281,58.484
