ypc_usa
46896.384756165615
53472.86793630143
59909.92064824752
66947.03672809644
73917.79629871884
80098.90253430411
86972.1031419544
93967.98371948664
101348.96193152947
108989.20764482832
108989.20764482832
108989.20764482832
108989.20764482832
108989.20764482832
108989.20764482832
108989.20764482832
108989.20764482832
108989.20764482832
108989.20764482832
108989.20764482832
