ypc_usa
46896.384756165615
53024.09971190138
58947.89782785812
65107.50820907278
70909.14749295046
75923.06221475193
81339.22153680249
86766.87787490965
93554.98506929466
101815.83520772975
101815.83520772975
101815.83520772975
101815.83520772975
101815.83520772975
101815.83520772975
101815.83520772975
101815.83520772975
101815.83520772975
101815.83520772975
101815.83520772975
