ypc_usa
48067.28697355534
58219.88616217224
71068.6107119377
84399.94369048896
96605.26525335546
109368.30895100733
124837.41607429546
143353.75988995348
165606.41536287812
192646.88437010985
192646.88437010985
192646.88437010985
192646.88437010985
192646.88437010985
192646.88437010985
192646.88437010985
192646.88437010985
192646.88437010985
192646.88437010985
192646.88437010985
