ypc_usa
46396.93768248608
51161.51014553856
58757.40038284574
66629.66775223658
74675.30582246844
82771.48403300931
91454.53534727066
100949.03708423047
111071.32494250685
121757.26912619275
121757.26912619275
121757.26912619275
121757.26912619275
121757.26912619275
121757.26912619275
121757.26912619275
121757.26912619275
121757.26912619275
121757.26912619275
121757.26912619275
